left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
10	11	num.displays_04	1012.5	1	NA	5	480
12	13	num.displays_01	1839	1	NA	6	480
14	15	attention.level.author_07	0.008227	1	NA	7	480
16	17	num.displays_07	1354.5	1	NA	8	480
18	19	num.displays_00	410	1	NA	9	480
20	21	num.displays_04	290	1	NA	10	480
22	23	num.new.disc_07	1.5	1	NA	11	480
0	0	NA	0	-1	0	12	480
24	25	attention.level.author_07	0.0014345	1	NA	13	480
26	27	avg.disc.length_06	38.166666	1	NA	14	480
28	29	num.displays_06	3804.5	1	NA	15	480
30	31	num.displays_06	782	1	NA	16	480
0	0	NA	0	-1	0	17	480
0	0	NA	0	-1	1	18	480
32	33	burstiness_01	0.1666665	1	NA	19	480
0	0	NA	0	-1	0	20	480
34	35	num.displays_00	1511.5	1	NA	21	480
36	37	contribution.sparseness_00	0.155906	1	NA	22	480
0	0	NA	0	-1	0	23	480
38	39	attention.level.contrib_07	0.000192	1	NA	24	480
40	41	avg.auths.per.disc_04	3.7166665	1	NA	25	480
42	43	atomic.containers_05	16.5	1	NA	26	480
44	45	contribution.sparseness_00	0.029777	1	NA	27	480
0	0	NA	0	-1	0	28	480
46	47	num.displays_07	4173.5	1	NA	29	480
48	49	num.new.disc_00	0.5	1	NA	30	480
50	51	attention.level.author_01	0.000165	1	NA	31	480
52	53	avg.auths.per.disc_04	29.5	1	NA	32	480
0	0	NA	0	-1	0	33	480
54	55	num.displays_05	1350	1	NA	34	480
0	0	NA	0	-1	1	35	480
56	57	auth.increase_01	7.5	1	NA	36	480
0	0	NA	0	-1	1	37	480
0	0	NA	0	-1	1	38	480
0	0	NA	0	-1	0	39	480
58	59	atomic.containers_03	35.5	1	NA	40	480
60	61	avg.auths.per.disc_03	14.5	1	NA	41	480
62	63	attention.level.author_05	0.002552	1	NA	42	480
64	65	num.displays_07	6343.5	1	NA	43	480
0	0	NA	0	-1	1	44	480
0	0	NA	0	-1	0	45	480
0	0	NA	0	-1	0	46	480
66	67	avg.auths.per.disc_00	4.6961535	1	NA	47	480
68	69	burstiness_01	0.9375	1	NA	48	480
70	71	avg.auths.per.disc_03	38	1	NA	49	480
72	73	number.total.disc_07	3.5	1	NA	50	480
0	0	NA	0	-1	0	51	480
74	75	atomic.containers_04	5.5	1	NA	52	480
0	0	NA	0	-1	1	53	480
76	77	attention.level.author_00	0.0101245	1	NA	54	480
0	0	NA	0	-1	0	55	480
78	79	num.displays_00	1113	1	NA	56	480
0	0	NA	0	-1	0	57	480
0	0	NA	0	-1	1	58	480
0	0	NA	0	-1	0	59	480
0	0	NA	0	-1	1	60	480
0	0	NA	0	-1	1	61	480
80	81	atomic.containers_06	81	1	NA	62	480
0	0	NA	0	-1	1	63	480
0	0	NA	0	-1	0	64	480
82	83	number.total.disc_01	11.5	1	NA	65	480
0	0	NA	0	-1	1	66	480
84	85	attention.level.contrib_00	0.0148185	1	NA	67	480
86	87	num.displays_05	155.5	1	NA	68	480
0	0	NA	0	-1	0	69	480
88	89	num.displays_00	350	1	NA	70	480
0	0	NA	0	-1	1	71	480
90	91	attention.level.author_05	0.0035055	1	NA	72	480
0	0	NA	0	-1	1	73	480
92	93	num.displays_05	826	1	NA	74	480
0	0	NA	0	-1	0	75	480
94	95	num.new.disc_03	2.5	1	NA	76	480
0	0	NA	0	-1	1	77	480
0	0	NA	0	-1	0	78	480
96	97	num.authors.topic_06	23	1	NA	79	480
98	99	attention.level.author_01	0.0025125	1	NA	80	480
0	0	NA	0	-1	0	81	480
0	0	NA	0	-1	1	82	480
0	0	NA	0	-1	1	83	480
0	0	NA	0	-1	1	84	480
0	0	NA	0	-1	1	85	480
0	0	NA	0	-1	0	86	480
0	0	NA	0	-1	0	87	480
0	0	NA	0	-1	0	88	480
0	0	NA	0	-1	0	89	480
0	0	NA	0	-1	0	90	480
0	0	NA	0	-1	0	91	480
0	0	NA	0	-1	1	92	480
0	0	NA	0	-1	0	93	480
0	0	NA	0	-1	0	94	480
0	0	NA	0	-1	0	95	480
0	0	NA	0	-1	0	96	480
0	0	NA	0	-1	1	97	480
0	0	NA	0	-1	1	98	480
0	0	NA	0	-1	1	99	480
2	3	num.displays_07	2010.5	1	NA	1	481
4	5	num.displays_00	917.5	1	NA	2	481
6	7	num.displays_05	3828	1	NA	3	481
8	9	auth.increase_03	14	1	NA	4	481
10	11	num.new.disc_04	0.5	1	NA	5	481
12	13	attention.level.contrib_03	0.002786	1	NA	6	481
14	15	attention.level.contrib_06	0.000362	1	NA	7	481
16	17	auth.increase_07	23	1	NA	8	481
0	0	NA	0	-1	1	9	481
18	19	avg.disc.length_04	97.5	1	NA	10	481
20	21	attention.level.contrib_01	0.0145485	1	NA	11	481
22	23	num.displays_06	2830.5	1	NA	12	481
0	0	NA	0	-1	0	13	481
0	0	NA	0	-1	1	14	481
24	25	attention.level.author_04	0.010427	1	NA	15	481
26	27	num.displays_07	955.5	1	NA	16	481
0	0	NA	0	-1	0	17	481
28	29	atomic.containers_01	51.5	1	NA	18	481
0	0	NA	0	-1	1	19	481
30	31	auth.increase_06	8.5	1	NA	20	481
0	0	NA	0	-1	1	21	481
32	33	num.displays_02	1989.5	1	NA	22	481
34	35	avg.auths.per.disc_04	5.6666665	1	NA	23	481
36	37	attention.level.contrib_03	0.008792	1	NA	24	481
38	39	avg.auths.per.disc_05	3.860577	1	NA	25	481
40	41	attention.level.author_00	0.011154	1	NA	26	481
42	43	num.displays_01	457	1	NA	27	481
44	45	auth.increase_04	2.5	1	NA	28	481
0	0	NA	0	-1	0	29	481
46	47	attention.level.contrib_03	0.0002175	1	NA	30	481
0	0	NA	0	-1	1	31	481
48	49	num.displays_05	2219.5	1	NA	32	481
0	0	NA	0	-1	0	33	481
50	51	burstiness_05	0.8166665	1	NA	34	481
0	0	NA	0	-1	1	35	481
52	53	num.displays_03	20088	1	NA	36	481
0	0	NA	0	-1	0	37	481
0	0	NA	0	-1	1	38	481
54	55	num.displays_06	165458.5	1	NA	39	481
56	57	attention.level.author_03	0.007289	1	NA	40	481
0	0	NA	0	-1	1	41	481
0	0	NA	0	-1	0	42	481
58	59	avg.disc.length_07	5.1666665	1	NA	43	481
60	61	avg.auths.per.disc_04	49.5	1	NA	44	481
0	0	NA	0	-1	0	45	481
0	0	NA	0	-1	0	46	481
0	0	NA	0	-1	0	47	481
62	63	avg.auths.per.disc_00	12.9166665	1	NA	48	481
0	0	NA	0	-1	1	49	481
64	65	atomic.containers_05	0.5	1	NA	50	481
0	0	NA	0	-1	0	51	481
66	67	avg.disc.length_02	10.4375	1	NA	52	481
0	0	NA	0	-1	1	53	481
68	69	avg.auths.per.disc_00	7.8927205	1	NA	54	481
0	0	NA	0	-1	1	55	481
70	71	num.displays_00	401.5	1	NA	56	481
0	0	NA	0	-1	0	57	481
0	0	NA	0	-1	0	58	481
72	73	contribution.sparseness_05	0.0065795	1	NA	59	481
74	75	atomic.containers_00	5.5	1	NA	60	481
0	0	NA	0	-1	1	61	481
76	77	atomic.containers_00	23	1	NA	62	481
0	0	NA	0	-1	0	63	481
0	0	NA	0	-1	1	64	481
0	0	NA	0	-1	1	65	481
0	0	NA	0	-1	1	66	481
78	79	attention.level.author_02	0.001875	1	NA	67	481
80	81	num.authors.topic_04	26.5	1	NA	68	481
0	0	NA	0	-1	1	69	481
82	83	avg.auths.per.disc_05	24.25	1	NA	70	481
84	85	num.displays_00	403.5	1	NA	71	481
0	0	NA	0	-1	0	72	481
0	0	NA	0	-1	0	73	481
86	87	atomic.containers_06	0.5	1	NA	74	481
0	0	NA	0	-1	0	75	481
88	89	avg.auths.per.disc_06	1	1	NA	76	481
0	0	NA	0	-1	0	77	481
0	0	NA	0	-1	1	78	481
90	91	num.new.disc_07	0.5	1	NA	79	481
0	0	NA	0	-1	1	80	481
0	0	NA	0	-1	1	81	481
92	93	attention.level.contrib_00	0.0015425	1	NA	82	481
0	0	NA	0	-1	0	83	481
0	0	NA	0	-1	1	84	481
94	95	burstiness_00	0.238095	1	NA	85	481
96	97	attention.level.author_00	0.001159	1	NA	86	481
98	99	burstiness_06	0.4166665	1	NA	87	481
0	0	NA	0	-1	0	88	481
0	0	NA	0	-1	1	89	481
0	0	NA	0	-1	1	90	481
0	0	NA	0	-1	1	91	481
0	0	NA	0	-1	0	92	481
0	0	NA	0	-1	0	93	481
0	0	NA	0	-1	0	94	481
0	0	NA	0	-1	0	95	481
0	0	NA	0	-1	0	96	481
0	0	NA	0	-1	0	97	481
0	0	NA	0	-1	0	98	481
0	0	NA	0	-1	0	99	481
2	3	attention.level.author_05	0.0018815	1	NA	1	482
4	5	attention.level.contrib_02	0.000319	1	NA	2	482
6	7	num.displays_02	2369.5	1	NA	3	482
8	9	num.displays_03	1127	1	NA	4	482
10	11	atomic.containers_01	1.5	1	NA	5	482
12	13	num.new.disc_07	0.5	1	NA	6	482
14	15	attention.level.author_01	0.0136155	1	NA	7	482
16	17	num.displays_02	840.5	1	NA	8	482
18	19	avg.disc.length_04	111.25	1	NA	9	482
20	21	num.authors.topic_00	5.5	1	NA	10	482
22	23	attention.level.author_04	0.001803	1	NA	11	482
24	25	num.displays_03	1291	1	NA	12	482
26	27	contribution.sparseness_04	0.021467	1	NA	13	482
28	29	attention.level.author_03	0.005633	1	NA	14	482
30	31	atomic.containers_05	733	1	NA	15	482
32	33	avg.auths.per.disc_07	9.25	1	NA	16	482
34	35	attention.level.contrib_06	0.0003075	1	NA	17	482
36	37	num.displays_02	1701.5	1	NA	18	482
0	0	NA	0	-1	1	19	482
38	39	num.authors.topic_04	3.5	1	NA	20	482
0	0	NA	0	-1	1	21	482
40	41	attention.level.author_00	0.0004285	1	NA	22	482
0	0	NA	0	-1	1	23	482
42	43	num.displays_01	717.5	1	NA	24	482
0	0	NA	0	-1	0	25	482
44	45	contribution.sparseness_05	0.037413	1	NA	26	482
0	0	NA	0	-1	0	27	482
46	47	atomic.containers_03	65.5	1	NA	28	482
48	49	num.authors.topic_01	32.5	1	NA	29	482
50	51	num.displays_01	29153.5	1	NA	30	482
0	0	NA	0	-1	1	31	482
52	53	contribution.sparseness_01	0.0085145	1	NA	32	482
54	55	atomic.containers_07	135	1	NA	33	482
0	0	NA	0	-1	0	34	482
0	0	NA	0	-1	0	35	482
56	57	number.total.disc_05	0.5	1	NA	36	482
58	59	burstiness_02	0.25	1	NA	37	482
60	61	contribution.sparseness_04	0.0096235	1	NA	38	482
0	0	NA	0	-1	0	39	482
0	0	NA	0	-1	0	40	482
62	63	num.displays_03	1644	1	NA	41	482
0	0	NA	0	-1	0	42	482
0	0	NA	0	-1	0	43	482
0	0	NA	0	-1	0	44	482
0	0	NA	0	-1	0	45	482
64	65	avg.disc.length_07	88.833332	1	NA	46	482
0	0	NA	0	-1	0	47	482
66	67	num.displays_04	27509.5	1	NA	48	482
0	0	NA	0	-1	0	49	482
68	69	num.new.disc_00	0.5	1	NA	50	482
70	71	contribution.sparseness_06	0.002685	1	NA	51	482
72	73	num.displays_07	1130.5	1	NA	52	482
74	75	attention.level.author_01	0.006599	1	NA	53	482
76	77	atomic.containers_07	4.5	1	NA	54	482
0	0	NA	0	-1	1	55	482
0	0	NA	0	-1	0	56	482
0	0	NA	0	-1	0	57	482
78	79	avg.disc.length_02	20.5	1	NA	58	482
0	0	NA	0	-1	0	59	482
80	81	num.displays_00	1302.5	1	NA	60	482
0	0	NA	0	-1	0	61	482
0	0	NA	0	-1	0	62	482
0	0	NA	0	-1	1	63	482
82	83	num.new.disc_00	6.5	1	NA	64	482
0	0	NA	0	-1	0	65	482
84	85	burstiness_06	0.809091	1	NA	66	482
0	0	NA	0	-1	0	67	482
0	0	NA	0	-1	1	68	482
86	87	burstiness_03	0.1455025	1	NA	69	482
0	0	NA	0	-1	1	70	482
88	89	attention.level.contrib_02	0.01408	1	NA	71	482
90	91	atomic.containers_07	0.5	1	NA	72	482
0	0	NA	0	-1	0	73	482
92	93	atomic.containers_07	0.5	1	NA	74	482
0	0	NA	0	-1	0	75	482
0	0	NA	0	-1	0	76	482
0	0	NA	0	-1	0	77	482
94	95	num.displays_04	11507	1	NA	78	482
0	0	NA	0	-1	0	79	482
96	97	contribution.sparseness_03	0.0180005	1	NA	80	482
0	0	NA	0	-1	1	81	482
98	99	num.displays_07	3240.5	1	NA	82	482
0	0	NA	0	-1	0	83	482
0	0	NA	0	-1	1	84	482
0	0	NA	0	-1	0	85	482
0	0	NA	0	-1	1	86	482
0	0	NA	0	-1	1	87	482
0	0	NA	0	-1	1	88	482
0	0	NA	0	-1	1	89	482
0	0	NA	0	-1	0	90	482
0	0	NA	0	-1	0	91	482
0	0	NA	0	-1	0	92	482
0	0	NA	0	-1	0	93	482
0	0	NA	0	-1	1	94	482
0	0	NA	0	-1	0	95	482
0	0	NA	0	-1	0	96	482
0	0	NA	0	-1	0	97	482
0	0	NA	0	-1	0	98	482
0	0	NA	0	-1	1	99	482
2	3	num.displays_02	1649	1	NA	1	483
4	5	num.displays_01	998.5	1	NA	2	483
6	7	number.total.disc_05	5.5	1	NA	3	483
8	9	number.total.disc_02	2.5	1	NA	4	483
10	11	avg.auths.per.disc_04	32.125	1	NA	5	483
12	13	num.displays_05	3210	1	NA	6	483
14	15	atomic.containers_03	4.5	1	NA	7	483
16	17	num.displays_06	1368.5	1	NA	8	483
0	0	NA	0	-1	0	9	483
18	19	avg.auths.per.disc_02	0.5	1	NA	10	483
0	0	NA	0	-1	1	11	483
20	21	attention.level.author_07	0.0031105	1	NA	12	483
22	23	num.displays_07	3093	1	NA	13	483
0	0	NA	0	-1	0	14	483
24	25	avg.auths.per.disc_02	3.281753	1	NA	15	483
26	27	num.displays_00	399	1	NA	16	483
0	0	NA	0	-1	0	17	483
28	29	contribution.sparseness_03	0.010363	1	NA	18	483
30	31	num.displays_01	1011.5	1	NA	19	483
32	33	avg.auths.per.disc_04	8.75	1	NA	20	483
0	0	NA	0	-1	1	21	483
0	0	NA	0	-1	0	22	483
34	35	contribution.sparseness_05	0.0060875	1	NA	23	483
0	0	NA	0	-1	1	24	483
36	37	avg.auths.per.disc_01	3.987805	1	NA	25	483
38	39	contribution.sparseness_03	0.080128	1	NA	26	483
40	41	num.displays_02	343	1	NA	27	483
42	43	auth.increase_04	3.5	1	NA	28	483
0	0	NA	0	-1	0	29	483
0	0	NA	0	-1	1	30	483
44	45	burstiness_02	0.6333335	1	NA	31	483
46	47	attention.level.contrib_03	0.0002035	1	NA	32	483
0	0	NA	0	-1	1	33	483
48	49	num.new.disc_06	5.5	1	NA	34	483
50	51	num.displays_02	6219	1	NA	35	483
0	0	NA	0	-1	1	36	483
52	53	avg.auths.per.disc_05	3.154762	1	NA	37	483
54	55	attention.level.contrib_07	0.0110765	1	NA	38	483
56	57	num.displays_07	519.5	1	NA	39	483
0	0	NA	0	-1	0	40	483
58	59	atomic.containers_03	8.5	1	NA	41	483
60	61	attention.level.author_07	0.0054735	1	NA	42	483
0	0	NA	0	-1	0	43	483
62	63	avg.auths.per.disc_04	12.75	1	NA	44	483
0	0	NA	0	-1	0	45	483
64	65	num.displays_00	2796.5	1	NA	46	483
66	67	attention.level.contrib_04	0.0005605	1	NA	47	483
68	69	burstiness_02	0.3484845	1	NA	48	483
0	0	NA	0	-1	0	49	483
70	71	attention.level.contrib_00	0.0051095	1	NA	50	483
0	0	NA	0	-1	1	51	483
0	0	NA	0	-1	0	52	483
72	73	avg.auths.per.disc_04	9.56875	1	NA	53	483
74	75	num.displays_06	842	1	NA	54	483
0	0	NA	0	-1	1	55	483
0	0	NA	0	-1	0	56	483
0	0	NA	0	-1	1	57	483
76	77	atomic.containers_02	0.5	1	NA	58	483
0	0	NA	0	-1	0	59	483
78	79	attention.level.contrib_03	2.35e-05	1	NA	60	483
0	0	NA	0	-1	1	61	483
80	81	avg.auths.per.disc_01	27.75	1	NA	62	483
0	0	NA	0	-1	0	63	483
0	0	NA	0	-1	0	64	483
0	0	NA	0	-1	1	65	483
0	0	NA	0	-1	0	66	483
0	0	NA	0	-1	0	67	483
82	83	avg.disc.length_04	45.416666	1	NA	68	483
0	0	NA	0	-1	1	69	483
84	85	avg.disc.length_07	91	1	NA	70	483
0	0	NA	0	-1	1	71	483
86	87	num.displays_06	165082.5	1	NA	72	483
88	89	attention.level.author_07	0.015903	1	NA	73	483
90	91	num.authors.topic_05	6.5	1	NA	74	483
0	0	NA	0	-1	0	75	483
92	93	num.new.disc_04	0.5	1	NA	76	483
94	95	contribution.sparseness_02	0.0173925	1	NA	77	483
0	0	NA	0	-1	0	78	483
0	0	NA	0	-1	0	79	483
96	97	num.displays_03	1773.5	1	NA	80	483
0	0	NA	0	-1	1	81	483
98	99	avg.disc.length_01	43.8374995	1	NA	82	483
0	0	NA	0	-1	1	83	483
0	0	NA	0	-1	1	84	483
0	0	NA	0	-1	0	85	483
0	0	NA	0	-1	1	86	483
0	0	NA	0	-1	1	87	483
0	0	NA	0	-1	1	88	483
0	0	NA	0	-1	1	89	483
0	0	NA	0	-1	0	90	483
0	0	NA	0	-1	0	91	483
0	0	NA	0	-1	0	92	483
0	0	NA	0	-1	0	93	483
0	0	NA	0	-1	0	94	483
0	0	NA	0	-1	0	95	483
0	0	NA	0	-1	0	96	483
0	0	NA	0	-1	1	97	483
0	0	NA	0	-1	1	98	483
0	0	NA	0	-1	1	99	483
2	3	num.displays_01	1817.5	1	NA	1	484
4	5	atomic.containers_00	1.5	1	NA	2	484
6	7	num.displays_05	3823	1	NA	3	484
8	9	num.displays_01	1116	1	NA	4	484
10	11	num.displays_03	1037	1	NA	5	484
12	13	burstiness_03	0.5916665	1	NA	6	484
14	15	burstiness_06	0.809091	1	NA	7	484
16	17	num.displays_07	1615	1	NA	8	484
18	19	auth.increase_07	0.5	1	NA	9	484
20	21	atomic.containers_07	121	1	NA	10	484
22	23	num.displays_06	1370	1	NA	11	484
24	25	attention.level.author_04	0.001144	1	NA	12	484
0	0	NA	0	-1	0	13	484
26	27	avg.auths.per.disc_05	4.031915	1	NA	14	484
0	0	NA	0	-1	1	15	484
28	29	attention.level.author_02	0.002157	1	NA	16	484
0	0	NA	0	-1	0	17	484
0	0	NA	0	-1	0	18	484
0	0	NA	0	-1	0	19	484
30	31	num.authors.topic_05	1.5	1	NA	20	484
0	0	NA	0	-1	1	21	484
0	0	NA	0	-1	0	22	484
32	33	num.authors.topic_06	29.5	1	NA	23	484
34	35	avg.disc.length_05	3.4166665	1	NA	24	484
36	37	attention.level.author_03	0.0008725	1	NA	25	484
38	39	atomic.containers_05	27.5	1	NA	26	484
40	41	attention.level.author_04	0.0102195	1	NA	27	484
42	43	num.displays_00	731.5	1	NA	28	484
0	0	NA	0	-1	0	29	484
44	45	avg.disc.length_06	105.5	1	NA	30	484
46	47	contribution.sparseness_00	0.013516	1	NA	31	484
48	49	atomic.containers_00	5.5	1	NA	32	484
0	0	NA	0	-1	1	33	484
0	0	NA	0	-1	1	34	484
0	0	NA	0	-1	0	35	484
0	0	NA	0	-1	1	36	484
50	51	avg.auths.per.disc_06	2.45	1	NA	37	484
0	0	NA	0	-1	1	38	484
52	53	contribution.sparseness_06	0.002425	1	NA	39	484
54	55	avg.auths.per.disc_01	37.25	1	NA	40	484
56	57	num.displays_07	101016.5	1	NA	41	484
58	59	avg.disc.length_06	25.5	1	NA	42	484
60	61	num.new.disc_07	2.5	1	NA	43	484
62	63	number.total.disc_03	3.5	1	NA	44	484
0	0	NA	0	-1	0	45	484
0	0	NA	0	-1	0	46	484
64	65	attention.level.contrib_05	0.0001355	1	NA	47	484
0	0	NA	0	-1	1	48	484
66	67	num.displays_03	2345.5	1	NA	49	484
0	0	NA	0	-1	0	50	484
0	0	NA	0	-1	1	51	484
0	0	NA	0	-1	0	52	484
68	69	attention.level.contrib_06	0.0068535	1	NA	53	484
70	71	num.displays_00	55009.5	1	NA	54	484
0	0	NA	0	-1	0	55	484
72	73	burstiness_04	0.3976745	1	NA	56	484
0	0	NA	0	-1	1	57	484
74	75	attention.level.author_01	0.000456	1	NA	58	484
76	77	num.authors.topic_06	1.5	1	NA	59	484
78	79	avg.disc.length_07	65.666668	1	NA	60	484
0	0	NA	0	-1	1	61	484
80	81	num.displays_07	555	1	NA	62	484
0	0	NA	0	-1	0	63	484
0	0	NA	0	-1	0	64	484
82	83	auth.increase_04	3.5	1	NA	65	484
84	85	avg.disc.length_00	36.583334	1	NA	66	484
0	0	NA	0	-1	1	67	484
0	0	NA	0	-1	0	68	484
0	0	NA	0	-1	1	69	484
86	87	number.total.disc_03	7.5	1	NA	70	484
0	0	NA	0	-1	0	71	484
0	0	NA	0	-1	1	72	484
88	89	burstiness_04	0.402381	1	NA	73	484
90	91	contribution.sparseness_07	0.0076355	1	NA	74	484
92	93	avg.disc.length_02	2.75	1	NA	75	484
0	0	NA	0	-1	0	76	484
0	0	NA	0	-1	0	77	484
94	95	num.displays_00	736	1	NA	78	484
0	0	NA	0	-1	0	79	484
0	0	NA	0	-1	0	80	484
96	97	avg.disc.length_00	8.5	1	NA	81	484
0	0	NA	0	-1	0	82	484
0	0	NA	0	-1	0	83	484
0	0	NA	0	-1	0	84	484
0	0	NA	0	-1	0	85	484
98	99	attention.level.author_04	0.0100115	1	NA	86	484
0	0	NA	0	-1	1	87	484
0	0	NA	0	-1	1	88	484
0	0	NA	0	-1	1	89	484
0	0	NA	0	-1	0	90	484
0	0	NA	0	-1	0	91	484
0	0	NA	0	-1	0	92	484
0	0	NA	0	-1	0	93	484
0	0	NA	0	-1	1	94	484
0	0	NA	0	-1	0	95	484
0	0	NA	0	-1	0	96	484
0	0	NA	0	-1	0	97	484
0	0	NA	0	-1	1	98	484
0	0	NA	0	-1	0	99	484
2	3	number.total.disc_05	1.5	1	NA	1	485
4	5	num.displays_00	1308.5	1	NA	2	485
6	7	auth.increase_00	3.5	1	NA	3	485
8	9	num.displays_03	718	1	NA	4	485
10	11	num.displays_07	3341	1	NA	5	485
12	13	num.displays_01	2508	1	NA	6	485
14	15	attention.level.contrib_02	0.007026	1	NA	7	485
16	17	num.displays_03	364.5	1	NA	8	485
18	19	num.displays_05	1760.5	1	NA	9	485
20	21	num.displays_04	3871	1	NA	10	485
22	23	num.displays_03	16958.5	1	NA	11	485
24	25	num.displays_07	1654	1	NA	12	485
26	27	avg.auths.per.disc_01	4.138889	1	NA	13	485
28	29	num.displays_03	1997.5	1	NA	14	485
30	31	num.displays_06	2600	1	NA	15	485
32	33	attention.level.contrib_07	0.000642	1	NA	16	485
34	35	attention.level.author_07	0.018166	1	NA	17	485
36	37	num.displays_07	1822	1	NA	18	485
0	0	NA	0	-1	1	19	485
38	39	num.authors.topic_00	2.5	1	NA	20	485
0	0	NA	0	-1	0	21	485
40	41	contribution.sparseness_05	0.0021875	1	NA	22	485
0	0	NA	0	-1	0	23	485
42	43	atomic.containers_03	177.5	1	NA	24	485
44	45	attention.level.contrib_02	0.000424	1	NA	25	485
46	47	atomic.containers_02	30.5	1	NA	26	485
48	49	avg.auths.per.disc_00	23.6499995	1	NA	27	485
0	0	NA	0	-1	0	28	485
50	51	avg.auths.per.disc_04	2.40625	1	NA	29	485
0	0	NA	0	-1	0	30	485
52	53	avg.auths.per.disc_02	5.4125	1	NA	31	485
54	55	num.displays_03	175.5	1	NA	32	485
56	57	num.displays_07	1877.5	1	NA	33	485
58	59	num.authors.topic_01	7.5	1	NA	34	485
0	0	NA	0	-1	1	35	485
60	61	number.total.disc_04	3.5	1	NA	36	485
0	0	NA	0	-1	1	37	485
62	63	avg.auths.per.disc_05	15.5	1	NA	38	485
0	0	NA	0	-1	0	39	485
0	0	NA	0	-1	1	40	485
0	0	NA	0	-1	1	41	485
64	65	num.displays_04	1074	1	NA	42	485
0	0	NA	0	-1	1	43	485
0	0	NA	0	-1	0	44	485
0	0	NA	0	-1	1	45	485
0	0	NA	0	-1	1	46	485
0	0	NA	0	-1	0	47	485
66	67	attention.level.author_05	0.0033675	1	NA	48	485
0	0	NA	0	-1	1	49	485
0	0	NA	0	-1	0	50	485
68	69	avg.auths.per.disc_05	3.3095235	1	NA	51	485
70	71	attention.level.contrib_06	0.0072825	1	NA	52	485
72	73	avg.auths.per.disc_07	2.9925	1	NA	53	485
74	75	num.displays_04	61.5	1	NA	54	485
76	77	num.displays_06	501.5	1	NA	55	485
78	79	num.displays_02	326	1	NA	56	485
0	0	NA	0	-1	1	57	485
80	81	avg.disc.length_01	15.5	1	NA	58	485
0	0	NA	0	-1	0	59	485
82	83	attention.level.author_03	0.001837	1	NA	60	485
0	0	NA	0	-1	1	61	485
84	85	num.displays_04	2313.5	1	NA	62	485
0	0	NA	0	-1	0	63	485
86	87	num.displays_07	1134	1	NA	64	485
0	0	NA	0	-1	0	65	485
0	0	NA	0	-1	1	66	485
0	0	NA	0	-1	1	67	485
0	0	NA	0	-1	1	68	485
88	89	burstiness_06	0.710084	1	NA	69	485
0	0	NA	0	-1	0	70	485
0	0	NA	0	-1	1	71	485
0	0	NA	0	-1	1	72	485
90	91	attention.level.author_05	0.007011	1	NA	73	485
0	0	NA	0	-1	0	74	485
92	93	num.displays_06	68.5	1	NA	75	485
94	95	num.displays_01	263.5	1	NA	76	485
0	0	NA	0	-1	0	77	485
96	97	burstiness_04	0.75	1	NA	78	485
0	0	NA	0	-1	0	79	485
98	99	num.authors.topic_00	7.5	1	NA	80	485
0	0	NA	0	-1	0	81	485
0	0	NA	0	-1	0	82	485
0	0	NA	0	-1	0	83	485
0	0	NA	0	-1	0	84	485
0	0	NA	0	-1	1	85	485
0	0	NA	0	-1	0	86	485
0	0	NA	0	-1	0	87	485
0	0	NA	0	-1	1	88	485
0	0	NA	0	-1	1	89	485
0	0	NA	0	-1	1	90	485
0	0	NA	0	-1	1	91	485
0	0	NA	0	-1	0	92	485
0	0	NA	0	-1	0	93	485
0	0	NA	0	-1	0	94	485
0	0	NA	0	-1	0	95	485
0	0	NA	0	-1	0	96	485
0	0	NA	0	-1	0	97	485
0	0	NA	0	-1	0	98	485
0	0	NA	0	-1	0	99	485
2	3	num.displays_06	2776	1	NA	1	486
4	5	num.displays_06	1338.5	1	NA	2	486
6	7	auth.increase_04	3.5	1	NA	3	486
8	9	atomic.containers_07	215.5	1	NA	4	486
10	11	avg.disc.length_01	1.5	1	NA	5	486
12	13	attention.level.author_03	0.0046685	1	NA	6	486
14	15	attention.level.author_01	0.014076	1	NA	7	486
16	17	atomic.containers_01	254.5	1	NA	8	486
0	0	NA	0	-1	1	9	486
18	19	atomic.containers_06	40.5	1	NA	10	486
20	21	attention.level.contrib_06	0.0017485	1	NA	11	486
22	23	num.displays_04	13306	1	NA	12	486
24	25	attention.level.contrib_06	0.0113185	1	NA	13	486
26	27	num.displays_02	55497	1	NA	14	486
28	29	avg.auths.per.disc_00	4.3284415	1	NA	15	486
30	31	avg.disc.length_05	147	1	NA	16	486
0	0	NA	0	-1	1	17	486
32	33	attention.level.author_06	0.0011325	1	NA	18	486
0	0	NA	0	-1	0	19	486
34	35	num.authors.topic_06	2.5	1	NA	20	486
0	0	NA	0	-1	0	21	486
36	37	contribution.sparseness_06	0.015263	1	NA	22	486
0	0	NA	0	-1	0	23	486
0	0	NA	0	-1	1	24	486
0	0	NA	0	-1	0	25	486
38	39	avg.auths.per.disc_01	44.5	1	NA	26	486
0	0	NA	0	-1	0	27	486
0	0	NA	0	-1	1	28	486
40	41	burstiness_00	0.027778	1	NA	29	486
42	43	attention.level.author_04	0.003115	1	NA	30	486
0	0	NA	0	-1	0	31	486
44	45	num.displays_07	1938	1	NA	32	486
0	0	NA	0	-1	1	33	486
46	47	auth.increase_00	12.5	1	NA	34	486
0	0	NA	0	-1	0	35	486
48	49	num.displays_00	3660.5	1	NA	36	486
0	0	NA	0	-1	0	37	486
